Datetime,SPY,^SPX
2022-12-19 16:12:00-05:00,379.97,3817.66
2022-12-19 16:13:00-05:00,379.77,3817.66
2022-12-19 16:14:00-05:00,379.63,3817.66
2022-12-19 16:15:00-05:00,379.68,3817.66
2022-12-19 16:16:00-05:00,379.72,3817.66
2022-12-19 16:17:00-05:00,379.69,3817.66
2022-12-19 16:18:00-05:00,379.64,3817.66
2022-12-19 16:19:00-05:00,379.6,3817.66
2022-12-19 16:20:00-05:00,379.69,3817.66
2022-12-19 16:21:00-05:00,379.66,
2022-12-19 16:22:00-05:00,379.66,
2022-12-19 16:23:00-05:00,379.65,
2022-12-19 16:24:00-05:00,379.64,
2022-12-19 16:25:00-05:00,379.56,
2022-12-19 16:26:00-05:00,379.63,
2022-12-19 16:27:00-05:00,379.56,
2022-12-19 16:28:00-05:00,379.6,
2022-12-19 16:29:00-05:00,379.59,
2022-12-19 16:30:00-05:00,379.61,
2022-12-19 16:31:00-05:00,379.66,
2022-12-19 16:32:00-05:00,379.64,
2022-12-19 16:33:00-05:00,379.61,
2022-12-19 16:34:00-05:00,379.64,
2022-12-19 16:35:00-05:00,379.68,
2022-12-19 16:36:00-05:00,379.55,
2022-12-19 16:37:00-05:00,379.55,
2022-12-19 16:38:00-05:00,379.61,
2022-12-19 16:39:00-05:00,379.65,
2022-12-19 16:40:00-05:00,379.71,
2022-12-19 16:41:00-05:00,379.7,
2022-12-19 16:42:00-05:00,379.62,
2022-12-19 16:43:00-05:00,379.58,
2022-12-19 16:44:00-05:00,379.61,
2022-12-19 16:45:00-05:00,379.64,
2022-12-19 16:46:00-05:00,379.58,
2022-12-19 16:47:00-05:00,379.58,
2022-12-19 16:48:00-05:00,379.55,
2022-12-19 16:49:00-05:00,379.53,
2022-12-19 16:50:00-05:00,379.58,
2022-12-19 16:51:00-05:00,379.6,
2022-12-19 16:52:00-05:00,379.67,
2022-12-19 16:53:00-05:00,379.645,
2022-12-19 16:54:00-05:00,379.69,
2022-12-19 16:55:00-05:00,379.65,
2022-12-19 16:56:00-05:00,379.68,
2022-12-19 16:57:00-05:00,379.71,
2022-12-19 16:58:00-05:00,379.74,
2022-12-19 16:59:00-05:00,379.75,
2022-12-19 17:00:00-05:00,379.745,
2022-12-19 17:01:00-05:00,379.76,
2022-12-19 17:02:00-05:00,379.71,
2022-12-19 17:03:00-05:00,379.735,
2022-12-19 17:04:00-05:00,379.725,
2022-12-19 17:05:00-05:00,379.74,
2022-12-19 17:06:00-05:00,379.725,
2022-12-19 17:07:00-05:00,379.71,3817.66
2022-12-19 17:08:00-05:00,379.71,
2022-12-19 17:09:00-05:00,379.735,
2022-12-19 17:10:00-05:00,379.75,
2022-12-19 17:11:00-05:00,379.745,
2022-12-19 17:12:00-05:00,379.75,
2022-12-19 17:13:00-05:00,379.75,
2022-12-19 17:14:00-05:00,379.7685,
2022-12-19 17:15:00-05:00,379.765,
2022-12-19 17:16:00-05:00,379.76,
2022-12-19 17:17:00-05:00,379.76,
2022-12-19 17:18:00-05:00,379.725,
2022-12-19 17:19:00-05:00,379.735,
2022-12-19 17:20:00-05:00,379.7485,
2022-12-19 17:21:00-05:00,379.77,
2022-12-19 17:22:00-05:00,379.75,
2022-12-19 17:23:00-05:00,379.75,
2022-12-19 17:24:00-05:00,379.74,
2022-12-19 17:25:00-05:00,379.75,
2022-12-19 17:26:00-05:00,379.76,
2022-12-19 17:27:00-05:00,379.75,
2022-12-19 17:28:00-05:00,379.745,
2022-12-19 17:29:00-05:00,379.75,
2022-12-19 17:30:00-05:00,379.75,
2022-12-19 17:31:00-05:00,379.77,
2022-12-19 17:32:00-05:00,379.75,
2022-12-19 17:33:00-05:00,379.755,
2022-12-19 17:34:00-05:00,379.78,
2022-12-19 17:35:00-05:00,379.7799,
2022-12-19 17:36:00-05:00,379.8,
2022-12-19 17:37:00-05:00,379.765,
2022-12-19 17:38:00-05:00,379.75,
2022-12-19 17:39:00-05:00,379.76,
2022-12-19 17:40:00-05:00,379.78,
2022-12-19 17:41:00-05:00,379.77,
2022-12-19 17:42:00-05:00,379.78,
2022-12-19 17:43:00-05:00,379.78,
2022-12-19 17:44:00-05:00,379.78,
2022-12-19 17:45:00-05:00,379.78,
2022-12-19 17:46:00-05:00,379.77,
2022-12-19 17:47:00-05:00,379.8,
2022-12-19 17:48:00-05:00,379.77,
2022-12-19 17:49:00-05:00,379.77,
2022-12-19 17:50:00-05:00,379.77,
